,Subdistrict Name,State Name,District Name
4939,Dammapet,ANDHRA PRADESH,Khammam
4940,Sathupalle,ANDHRA PRADESH,Khammam
4941,Penuballe,ANDHRA PRADESH,Khammam
4942,Enkuru,ANDHRA PRADESH,Khammam
4943,Tirumalayapalem,ANDHRA PRADESH,Khammam
4944,Kusumanchi,ANDHRA PRADESH,Khammam
4945,Khammam (Rural),ANDHRA PRADESH,Khammam
4946,Khammam (Urban),ANDHRA PRADESH,Khammam
4947,Mudigonda,ANDHRA PRADESH,Khammam
4948,Nelakondapalle,ANDHRA PRADESH,Khammam
4949,Chinthakani,ANDHRA PRADESH,Khammam
4950,Konijerla,ANDHRA PRADESH,Khammam
4951,Tallada,ANDHRA PRADESH,Khammam
4952,Kallur,ANDHRA PRADESH,Khammam
4953,Wyra,ANDHRA PRADESH,Khammam
4954,Bonakal,ANDHRA PRADESH,Khammam
4955,Madhira,ANDHRA PRADESH,Khammam
4956,Yerrupalem,ANDHRA PRADESH,Khammam
4957,Vemsoor,ANDHRA PRADESH,Khammam
4959,Veeraghattam,ANDHRA PRADESH,Srikakulam
4960,Seethampeta,ANDHRA PRADESH,Srikakulam
4961,Bhamini,ANDHRA PRADESH,Srikakulam
4962,Kothuru,ANDHRA PRADESH,Srikakulam
4963,Pathapatnam,ANDHRA PRADESH,Srikakulam
4964,Meliaputtu,ANDHRA PRADESH,Srikakulam
4965,Palasa,ANDHRA PRADESH,Srikakulam
4966,Mandasa,ANDHRA PRADESH,Srikakulam
4967,Kanchili,ANDHRA PRADESH,Srikakulam
4968,Ichchapuram,ANDHRA PRADESH,Srikakulam
4969,Kaviti,ANDHRA PRADESH,Srikakulam
4970,Sompeta,ANDHRA PRADESH,Srikakulam
4971,Vajrapukothuru,ANDHRA PRADESH,Srikakulam
4972,Nandigam,ANDHRA PRADESH,Srikakulam
4973,Hiramandalam,ANDHRA PRADESH,Srikakulam
4974,Palakonda,ANDHRA PRADESH,Srikakulam
4975,Vangara,ANDHRA PRADESH,Srikakulam
4976,Regidi Amadalavalasa,ANDHRA PRADESH,Srikakulam
4977,Laxminarasupeta,ANDHRA PRADESH,Srikakulam
4978,Saravakota,ANDHRA PRADESH,Srikakulam
4979,Tekkali,ANDHRA PRADESH,Srikakulam
4980,Santhabommali,ANDHRA PRADESH,Srikakulam
4981,Kotabommili,ANDHRA PRADESH,Srikakulam
4982,Jalumuru,ANDHRA PRADESH,Srikakulam
4983,Sarubujjili,ANDHRA PRADESH,Srikakulam
4984,Burja,ANDHRA PRADESH,Srikakulam
4985,Santhakaviti,ANDHRA PRADESH,Srikakulam
4986,Rajam,ANDHRA PRADESH,Srikakulam
4987,Ganguvarisigadam,ANDHRA PRADESH,Srikakulam
4988,Amadalavalasa,ANDHRA PRADESH,Srikakulam
4989,Narasannapeta,ANDHRA PRADESH,Srikakulam
4990,Polaki,ANDHRA PRADESH,Srikakulam
4991,Gara,ANDHRA PRADESH,Srikakulam
4992,Srikakulam,ANDHRA PRADESH,Srikakulam
4993,Ponduru,ANDHRA PRADESH,Srikakulam
4994,Laveru,ANDHRA PRADESH,Srikakulam
4995,Ranasthalam,ANDHRA PRADESH,Srikakulam
4996,Etcherla,ANDHRA PRADESH,Srikakulam
4998,Komarada,ANDHRA PRADESH,Vizianagaram
4999,Gummalakshmipuram,ANDHRA PRADESH,Vizianagaram
5000,Kurupam,ANDHRA PRADESH,Vizianagaram
5001,Jiyyammavalasa,ANDHRA PRADESH,Vizianagaram
5002,Garugubilli,ANDHRA PRADESH,Vizianagaram
5003,Parvathipuram,ANDHRA PRADESH,Vizianagaram
5004,Makkuva,ANDHRA PRADESH,Vizianagaram
5005,Seethanagaram,ANDHRA PRADESH,Vizianagaram
5006,Balijipeta,ANDHRA PRADESH,Vizianagaram
5007,Bobbili,ANDHRA PRADESH,Vizianagaram
5008,Salur,ANDHRA PRADESH,Vizianagaram
5009,Pachipenta,ANDHRA PRADESH,Vizianagaram
5010,Ramabhadrapuram,ANDHRA PRADESH,Vizianagaram
5011,Badangi,ANDHRA PRADESH,Vizianagaram
5012,Therlam,ANDHRA PRADESH,Vizianagaram
5013,Merakamudidam,ANDHRA PRADESH,Vizianagaram
5014,Dathirajeru,ANDHRA PRADESH,Vizianagaram
5015,Mentada,ANDHRA PRADESH,Vizianagaram
5016,Gajapathinagaram,ANDHRA PRADESH,Vizianagaram
5017,Garividi,ANDHRA PRADESH,Vizianagaram
5018,Cheepurupalle,ANDHRA PRADESH,Vizianagaram
5019,Gurla,ANDHRA PRADESH,Vizianagaram
5020,Bondapalle,ANDHRA PRADESH,Vizianagaram
5021,Gantyada,ANDHRA PRADESH,Vizianagaram
5022,Srungavarapukota,ANDHRA PRADESH,Vizianagaram
5023,Vepada,ANDHRA PRADESH,Vizianagaram
5024,Lakkavarapukota,ANDHRA PRADESH,Vizianagaram
5025,Kothavalasa,ANDHRA PRADESH,Vizianagaram
5026,Jami,ANDHRA PRADESH,Vizianagaram
5027,Vizianagaram,ANDHRA PRADESH,Vizianagaram
5028,Nellimarla,ANDHRA PRADESH,Vizianagaram
5029,Pusapatirega,ANDHRA PRADESH,Vizianagaram
5030,Denkada,ANDHRA PRADESH,Vizianagaram
5031,Bhogapuram,ANDHRA PRADESH,Vizianagaram
5033,Munchingi puttu,ANDHRA PRADESH,Visakhapatnam
5034,Peda bayalu,ANDHRA PRADESH,Visakhapatnam
5035,Dumbriguda,ANDHRA PRADESH,Visakhapatnam
5036,Araku valley,ANDHRA PRADESH,Visakhapatnam
5037,Ananthagiri,ANDHRA PRADESH,Visakhapatnam
5038,Hukumpeta,ANDHRA PRADESH,Visakhapatnam
5039,Paderu,ANDHRA PRADESH,Visakhapatnam
5040,G.madugula,ANDHRA PRADESH,Visakhapatnam
5041,Chintapalle,ANDHRA PRADESH,Visakhapatnam
5042,Gudem kotha veedhi,ANDHRA PRADESH,Visakhapatnam
5043,Koyyuru,ANDHRA PRADESH,Visakhapatnam
5044,Nathavaram,ANDHRA PRADESH,Visakhapatnam
5045,Golugonda,ANDHRA PRADESH,Visakhapatnam
5046,Narsipatnam,ANDHRA PRADESH,Visakhapatnam
5047,Rolugunta,ANDHRA PRADESH,Visakhapatnam
5048,Ravikamatham,ANDHRA PRADESH,Visakhapatnam
5049,Madugula,ANDHRA PRADESH,Visakhapatnam
5050,Cheedikada,ANDHRA PRADESH,Visakhapatnam
5051,Devarapalle,ANDHRA PRADESH,Visakhapatnam
5052,K.Kotapadu,ANDHRA PRADESH,Visakhapatnam
5053,Sabbavaram,ANDHRA PRADESH,Visakhapatnam
5054,Pendurthi,ANDHRA PRADESH,Visakhapatnam
5055,Anandapuram,ANDHRA PRADESH,Visakhapatnam
5056,Padmanabham,ANDHRA PRADESH,Visakhapatnam
5057,Bheemunipatnam,ANDHRA PRADESH,Visakhapatnam
5058,Visakhapatnam (Rural),ANDHRA PRADESH,Visakhapatnam
5059,Visakhapatnam (Urban),ANDHRA PRADESH,Visakhapatnam
5060,Pedagantyada,ANDHRA PRADESH,Visakhapatnam
5061,Gajuwaka,ANDHRA PRADESH,Visakhapatnam
5062,Paravada,ANDHRA PRADESH,Visakhapatnam
5063,Anakapalle,ANDHRA PRADESH,Visakhapatnam
5064,Chodavaram,ANDHRA PRADESH,Visakhapatnam
5065,Butchayyapeta,ANDHRA PRADESH,Visakhapatnam
5066,Kotauratla,ANDHRA PRADESH,Visakhapatnam
5067,Makavarapalem,ANDHRA PRADESH,Visakhapatnam
5068,Kasimkota,ANDHRA PRADESH,Visakhapatnam
5069,Munagapaka,ANDHRA PRADESH,Visakhapatnam
5070,Atchutapuram,ANDHRA PRADESH,Visakhapatnam
5071,Yelamanchili,ANDHRA PRADESH,Visakhapatnam
5072,Nakkapalle,ANDHRA PRADESH,Visakhapatnam
5073,Payakaraopeta,ANDHRA PRADESH,Visakhapatnam
5074,S.Rayavaram,ANDHRA PRADESH,Visakhapatnam
5075,Rambilli,ANDHRA PRADESH,Visakhapatnam
5077,Maredumilli,ANDHRA PRADESH,East Godavari
5078,Devipatnam,ANDHRA PRADESH,East Godavari
5079,Y. Ramavaram,ANDHRA PRADESH,East Godavari
5080,Addateegala,ANDHRA PRADESH,East Godavari
5081,Rajavommangi,ANDHRA PRADESH,East Godavari
5082,Kotananduru,ANDHRA PRADESH,East Godavari
5083,Tuni,ANDHRA PRADESH,East Godavari
5084,Sankhavaram,ANDHRA PRADESH,East Godavari
5085,Yeleswaram,ANDHRA PRADESH,East Godavari
5086,Gangavaram,ANDHRA PRADESH,East Godavari
5087,Rampachodavaram,ANDHRA PRADESH,East Godavari
5088,Seethanagaram,ANDHRA PRADESH,East Godavari
5089,Gokavaram,ANDHRA PRADESH,East Godavari
5090,Jaggampeta,ANDHRA PRADESH,East Godavari
5091,Kirlampudi,ANDHRA PRADESH,East Godavari
5092,Prathipadu,ANDHRA PRADESH,East Godavari
5093,Thondangi,ANDHRA PRADESH,East Godavari
5094,Gollaprolu,ANDHRA PRADESH,East Godavari
5095,Peddapuram,ANDHRA PRADESH,East Godavari
5096,Gandepalle,ANDHRA PRADESH,East Godavari
5097,Korukonda,ANDHRA PRADESH,East Godavari
5098,Rajahmundry (U),ANDHRA PRADESH,East Godavari
5099,Rajahmundry Rural,ANDHRA PRADESH,East Godavari
5100,Rajanagaram,ANDHRA PRADESH,East Godavari
5101,Rangampeta,ANDHRA PRADESH,East Godavari
5102,Samalkota,ANDHRA PRADESH,East Godavari
5103,Pithapuram,ANDHRA PRADESH,East Godavari
5104,Kothapalle,ANDHRA PRADESH,East Godavari
5105,Kakinada Rural,ANDHRA PRADESH,East Godavari
5106,Kakinada (U),ANDHRA PRADESH,East Godavari
5107,Pedapudi,ANDHRA PRADESH,East Godavari
5108,Biccavolu,ANDHRA PRADESH,East Godavari
5109,Anaparthy,ANDHRA PRADESH,East Godavari
5110,Kadiam,ANDHRA PRADESH,East Godavari
5111,Atreyapuram,ANDHRA PRADESH,East Godavari
5112,Mandapeta,ANDHRA PRADESH,East Godavari
5113,Rayavaram,ANDHRA PRADESH,East Godavari
5114,Karapa,ANDHRA PRADESH,East Godavari
5115,Kajuluru,ANDHRA PRADESH,East Godavari
5116,Ramachandrapuram,ANDHRA PRADESH,East Godavari
5117,Alamuru,ANDHRA PRADESH,East Godavari
5118,Ravulapalem,ANDHRA PRADESH,East Godavari
5119,Kothapeta,ANDHRA PRADESH,East Godavari
5120,Kapileswarapuram,ANDHRA PRADESH,East Godavari
5121,Pamarru,ANDHRA PRADESH,East Godavari
5122,Thallarevu,ANDHRA PRADESH,East Godavari
5123,I. Polavaram,ANDHRA PRADESH,East Godavari
5124,Mummidivaram,ANDHRA PRADESH,East Godavari
5125,Ainavilli,ANDHRA PRADESH,East Godavari
5126,P.Gannavaram,ANDHRA PRADESH,East Godavari
5127,Ambajipeta,ANDHRA PRADESH,East Godavari
5128,Mamidikuduru,ANDHRA PRADESH,East Godavari
5129,Razole,ANDHRA PRADESH,East Godavari
5130,Malikipuram,ANDHRA PRADESH,East Godavari
5131,Sakhinetipalle,ANDHRA PRADESH,East Godavari
5132,Allavaram,ANDHRA PRADESH,East Godavari
5133,Amalapuram,ANDHRA PRADESH,East Godavari
5134,Uppalaguptam,ANDHRA PRADESH,East Godavari
5135,Katrenikona,ANDHRA PRADESH,East Godavari
5137,Chintalapudi,ANDHRA PRADESH,West Godavari
5138,Lingapalem,ANDHRA PRADESH,West Godavari
5139,T.Narasapuram,ANDHRA PRADESH,West Godavari
5140,Jeelugu milli,ANDHRA PRADESH,West Godavari
5141,Buttayagudem,ANDHRA PRADESH,West Godavari
5142,Polavaram,ANDHRA PRADESH,West Godavari
5143,Tallapudi,ANDHRA PRADESH,West Godavari
5144,Gopalapuram,ANDHRA PRADESH,West Godavari
5145,Koyyalagudem,ANDHRA PRADESH,West Godavari
5146,Jangareddigudem,ANDHRA PRADESH,West Godavari
5147,Kamavarapukota,ANDHRA PRADESH,West Godavari
5148,Dwarakatirumala,ANDHRA PRADESH,West Godavari
5149,Nallajerla,ANDHRA PRADESH,West Godavari
5150,Devarapalle,ANDHRA PRADESH,West Godavari
5151,Kovvur,ANDHRA PRADESH,West Godavari
5152,Chagallu,ANDHRA PRADESH,West Godavari
5153,Nidadavole,ANDHRA PRADESH,West Godavari
5154,Tadepalligudem,ANDHRA PRADESH,West Godavari
5155,Unguturu,ANDHRA PRADESH,West Godavari
5156,Bhimadole,ANDHRA PRADESH,West Godavari
5157,Pedavegi,ANDHRA PRADESH,West Godavari
5158,Pedapadu,ANDHRA PRADESH,West Godavari
5159,Eluru,ANDHRA PRADESH,West Godavari
5160,Denduluru,ANDHRA PRADESH,West Godavari
5161,Nidamarru,ANDHRA PRADESH,West Godavari
5162,Pentapadu,ANDHRA PRADESH,West Godavari
5163,Undrajavaram,ANDHRA PRADESH,West Godavari
5164,Peravali,ANDHRA PRADESH,West Godavari
5165,Tanuku,ANDHRA PRADESH,West Godavari
5166,Attili,ANDHRA PRADESH,West Godavari
5167,Ganapavaram,ANDHRA PRADESH,West Godavari
5168,Akividu,ANDHRA PRADESH,West Godavari
5169,Undi,ANDHRA PRADESH,West Godavari
5170,Palacoderu,ANDHRA PRADESH,West Godavari
5171,Penumantra,ANDHRA PRADESH,West Godavari
5172,Iragavaram,ANDHRA PRADESH,West Godavari
5173,Penugonda,ANDHRA PRADESH,West Godavari
5174,Achanta,ANDHRA PRADESH,West Godavari
5175,Poduru,ANDHRA PRADESH,West Godavari
5176,Veeravasaram,ANDHRA PRADESH,West Godavari
5177,Bhimavaram,ANDHRA PRADESH,West Godavari
5178,Kalla,ANDHRA PRADESH,West Godavari
5179,Mogaltur,ANDHRA PRADESH,West Godavari
5180,Narsapur,ANDHRA PRADESH,West Godavari
5181,Palacole,ANDHRA PRADESH,West Godavari
5182,Elamanchili,ANDHRA PRADESH,West Godavari
5184,Vatsavai,ANDHRA PRADESH,Krishna
5185,Jaggayyapeta,ANDHRA PRADESH,Krishna
5186,Penuganchiprolu,ANDHRA PRADESH,Krishna
5187,Nandigama,ANDHRA PRADESH,Krishna
5188,Veerullapadu,ANDHRA PRADESH,Krishna
5189,Mylavaram,ANDHRA PRADESH,Krishna
5190,Gampalagudem,ANDHRA PRADESH,Krishna
5191,Tiruvuru,ANDHRA PRADESH,Krishna
5192,A.Konduru,ANDHRA PRADESH,Krishna
5193,Reddigudem,ANDHRA PRADESH,Krishna
5194,Vissannapeta,ANDHRA PRADESH,Krishna
5195,Chatrai,ANDHRA PRADESH,Krishna
5196,Musunuru,ANDHRA PRADESH,Krishna
5197,Nuzvid,ANDHRA PRADESH,Krishna
5198,Bapulapadu,ANDHRA PRADESH,Krishna
5199,Agiripalle,ANDHRA PRADESH,Krishna
5200,G.Konduru,ANDHRA PRADESH,Krishna
5201,Kanchikacherla,ANDHRA PRADESH,Krishna
5202,Chandarlapadu,ANDHRA PRADESH,Krishna
5203,Ibrahimpatnam,ANDHRA PRADESH,Krishna
5204,Vijayawada (Urban),ANDHRA PRADESH,Krishna
5205,Vijayawada (Rural),ANDHRA PRADESH,Krishna
5206,Gannavaram,ANDHRA PRADESH,Krishna
5207,Unguturu,ANDHRA PRADESH,Krishna
5208,Nandivada,ANDHRA PRADESH,Krishna
5209,Mandavalli,ANDHRA PRADESH,Krishna
5210,Kaikalur,ANDHRA PRADESH,Krishna
5211,Kalidindi,ANDHRA PRADESH,Krishna
5212,Kruthivennu,ANDHRA PRADESH,Krishna
5213,Bantumilli,ANDHRA PRADESH,Krishna
5214,Mudinepalle,ANDHRA PRADESH,Krishna
5215,Gudivada,ANDHRA PRADESH,Krishna
5216,Pedaparupudi,ANDHRA PRADESH,Krishna
5217,Kankipadu,ANDHRA PRADESH,Krishna
5218,Penamaluru,ANDHRA PRADESH,Krishna
5219,Thotlavalluru,ANDHRA PRADESH,Krishna
5220,Pamidimukkala,ANDHRA PRADESH,Krishna
5221,Vuyyuru,ANDHRA PRADESH,Krishna
5222,Pamarru,ANDHRA PRADESH,Krishna
5223,Gudlavalleru,ANDHRA PRADESH,Krishna
5224,Pedana,ANDHRA PRADESH,Krishna
5225,Guduru,ANDHRA PRADESH,Krishna
5226,Movva,ANDHRA PRADESH,Krishna
5227,Ghantasala,ANDHRA PRADESH,Krishna
5228,Machilipatnam,ANDHRA PRADESH,Krishna
5229,Challapalle,ANDHRA PRADESH,Krishna
5230,Mopidevi,ANDHRA PRADESH,Krishna
5231,Avanigadda,ANDHRA PRADESH,Krishna
5232,Nagayalanka,ANDHRA PRADESH,Krishna
5233,Koduru,ANDHRA PRADESH,Krishna
5235,Macherla,ANDHRA PRADESH,Guntur
5236,Veldurthy,ANDHRA PRADESH,Guntur
5237,Durgi,ANDHRA PRADESH,Guntur
5238,Rentachintala,ANDHRA PRADESH,Guntur
5239,Gurazala,ANDHRA PRADESH,Guntur
5240,Dachepalle,ANDHRA PRADESH,Guntur
5241,Karempudi,ANDHRA PRADESH,Guntur
5242,Piduguralla,ANDHRA PRADESH,Guntur
5243,Machavaram,ANDHRA PRADESH,Guntur
5244,Bellamkonda,ANDHRA PRADESH,Guntur
5245,Atchampet,ANDHRA PRADESH,Guntur
5246,Krosuru,ANDHRA PRADESH,Guntur
5247,Amaravathi,ANDHRA PRADESH,Guntur
5248,Thullur,ANDHRA PRADESH,Guntur
5249,Tadepalle,ANDHRA PRADESH,Guntur
5250,Mangalagiri,ANDHRA PRADESH,Guntur
5251,Tadikonda,ANDHRA PRADESH,Guntur
5252,Pedakurapadu,ANDHRA PRADESH,Guntur
5253,Sattenapalle,ANDHRA PRADESH,Guntur
5254,Rajupalem,ANDHRA PRADESH,Guntur
5255,Nekarikallu,ANDHRA PRADESH,Guntur
5256,Bollapalle,ANDHRA PRADESH,Guntur
5257,Vinukonda,ANDHRA PRADESH,Guntur
5258,Nuzendla,ANDHRA PRADESH,Guntur
5259,Savalyapuram Kanumarlapudi,ANDHRA PRADESH,Guntur
5260,Ipur,ANDHRA PRADESH,Guntur
5261,Rompicherla,ANDHRA PRADESH,Guntur
5262,Narasaraopeta,ANDHRA PRADESH,Guntur
5263,Muppalla,ANDHRA PRADESH,Guntur
5264,Nadendla,ANDHRA PRADESH,Guntur
5265,Chilakaluripet H/o.Purushotha Patnam,ANDHRA PRADESH,Guntur
5266,Edlapadu,ANDHRA PRADESH,Guntur
5267,Phirangipuram,ANDHRA PRADESH,Guntur
5268,Medikonduru,ANDHRA PRADESH,Guntur
5269,Guntur,ANDHRA PRADESH,Guntur
5270,Pedakakani,ANDHRA PRADESH,Guntur
5271,Duggirala,ANDHRA PRADESH,Guntur
5272,Kollipara,ANDHRA PRADESH,Guntur
5273,Tenali,ANDHRA PRADESH,Guntur
5274,Chebrolu,ANDHRA PRADESH,Guntur
5275,Vatticherukuru,ANDHRA PRADESH,Guntur
5276,Prathipadu,ANDHRA PRADESH,Guntur
5277,Pedanandipadu,ANDHRA PRADESH,Guntur
5278,Kakumanu,ANDHRA PRADESH,Guntur
5279,Ponnur,ANDHRA PRADESH,Guntur
5280,Tsundur,ANDHRA PRADESH,Guntur
5281,Amruthalur,ANDHRA PRADESH,Guntur
5282,Vemuru,ANDHRA PRADESH,Guntur
5283,Kollur,ANDHRA PRADESH,Guntur
5284,Bhattiprolu,ANDHRA PRADESH,Guntur
5285,Cherukupalle H/o Arumbaka,ANDHRA PRADESH,Guntur
5286,Pittalavanipalem,ANDHRA PRADESH,Guntur
5287,Karlapalem,ANDHRA PRADESH,Guntur
5288,Bapatla,ANDHRA PRADESH,Guntur
5289,Nizampatnam,ANDHRA PRADESH,Guntur
5290,Nagaram,ANDHRA PRADESH,Guntur
5291,Repalle,ANDHRA PRADESH,Guntur
5293,Yerragondapalem,ANDHRA PRADESH,Prakasam
5294,Pullalacheruvu,ANDHRA PRADESH,Prakasam
5295,Tripuranthakam,ANDHRA PRADESH,Prakasam
5296,Dornala,ANDHRA PRADESH,Prakasam
5297,Pedda Raveedu,ANDHRA PRADESH,Prakasam
5298,Donakonda,ANDHRA PRADESH,Prakasam
5299,Kurichedu,ANDHRA PRADESH,Prakasam
5300,Santhamaguluru,ANDHRA PRADESH,Prakasam
5301,Ballikurava,ANDHRA PRADESH,Prakasam
5302,Martur,ANDHRA PRADESH,Prakasam
5303,Yeddana pudi,ANDHRA PRADESH,Prakasam
5304,Parchur,ANDHRA PRADESH,Prakasam
5305,Karamchedu,ANDHRA PRADESH,Prakasam
5306,Inkollu,ANDHRA PRADESH,Prakasam
5307,Janakavarampanguluru,ANDHRA PRADESH,Prakasam
5308,Addanki,ANDHRA PRADESH,Prakasam
5309,Mundlamuru,ANDHRA PRADESH,Prakasam
5310,Darsi,ANDHRA PRADESH,Prakasam
5311,Markapur,ANDHRA PRADESH,Prakasam
5312,Ardhaveedu,ANDHRA PRADESH,Prakasam
5313,Cumbum,ANDHRA PRADESH,Prakasam
5314,Tarlupadu,ANDHRA PRADESH,Prakasam
5315,Konakanamitla,ANDHRA PRADESH,Prakasam
5316,Podili,ANDHRA PRADESH,Prakasam
5317,Thallur,ANDHRA PRADESH,Prakasam
5318,Korisapadu,ANDHRA PRADESH,Prakasam
5319,Chirala,ANDHRA PRADESH,Prakasam
5320,Vetapalem,ANDHRA PRADESH,Prakasam
5321,Chinaganjam,ANDHRA PRADESH,Prakasam
5322,Naguluppala padu,ANDHRA PRADESH,Prakasam
5323,Maddipadu,ANDHRA PRADESH,Prakasam
5324,Chimakurthy,ANDHRA PRADESH,Prakasam
5325,Marripudi,ANDHRA PRADESH,Prakasam
5326,Hanumanthuni padu,ANDHRA PRADESH,Prakasam
5327,Bestavaripeta,ANDHRA PRADESH,Prakasam
5328,Racherla,ANDHRA PRADESH,Prakasam
5329,Giddaluru,ANDHRA PRADESH,Prakasam
5330,Komarolu,ANDHRA PRADESH,Prakasam
5331,Veligandla,ANDHRA PRADESH,Prakasam
5332,Kanigiri,ANDHRA PRADESH,Prakasam
5333,Kondapi,ANDHRA PRADESH,Prakasam
5334,Santhanuthala padu,ANDHRA PRADESH,Prakasam
5335,Ongole,ANDHRA PRADESH,Prakasam
5336,Kotha patnam,ANDHRA PRADESH,Prakasam
5337,Tangutur,ANDHRA PRADESH,Prakasam
5338,Zarugumilli,ANDHRA PRADESH,Prakasam
5339,Ponnaluru,ANDHRA PRADESH,Prakasam
5340,Pedacherlo palle,ANDHRA PRADESH,Prakasam
5341,Chandra sekhara puram,ANDHRA PRADESH,Prakasam
5342,Pamur,ANDHRA PRADESH,Prakasam
5343,Voletivaripalem,ANDHRA PRADESH,Prakasam
5344,Kandukur,ANDHRA PRADESH,Prakasam
5345,Singarayakonda,ANDHRA PRADESH,Prakasam
5346,Lingasamudram,ANDHRA PRADESH,Prakasam
5347,Gudlur,ANDHRA PRADESH,Prakasam
5348,Ulavapadu,ANDHRA PRADESH,Prakasam
5350,Seetharamapuram,ANDHRA PRADESH,Nellore
5351,Udayagiri,ANDHRA PRADESH,Nellore
5352,Varikuntapadu,ANDHRA PRADESH,Nellore
5353,Kondapuram,ANDHRA PRADESH,Nellore
5354,Jaladanki,ANDHRA PRADESH,Nellore
5355,Kavali,ANDHRA PRADESH,Nellore
5356,Bogole,ANDHRA PRADESH,Nellore
5357,Kaligiri,ANDHRA PRADESH,Nellore
5358,Vinjamur,ANDHRA PRADESH,Nellore
5359,Duttalur,ANDHRA PRADESH,Nellore
5360,Marripadu,ANDHRA PRADESH,Nellore
5361,Atmakur,ANDHRA PRADESH,Nellore
5362,Anumasamudrampeta,ANDHRA PRADESH,Nellore
5363,Dagadarthi,ANDHRA PRADESH,Nellore
5364,Allur,ANDHRA PRADESH,Nellore
5365,Vidavalur,ANDHRA PRADESH,Nellore
5366,Kodavalur,ANDHRA PRADESH,Nellore
5367,Buchireddipalem ,ANDHRA PRADESH,Nellore
5368,Sangam,ANDHRA PRADESH,Nellore
5369,Chejerla,ANDHRA PRADESH,Nellore
5370,Ananthasagaram,ANDHRA PRADESH,Nellore
5371,Kaluvoya,ANDHRA PRADESH,Nellore
5372,Rapur,ANDHRA PRADESH,Nellore
5373,Podalakur,ANDHRA PRADESH,Nellore
5374,Nellore,ANDHRA PRADESH,Nellore
5375,Kovur,ANDHRA PRADESH,Nellore
5376,Indukurpet,ANDHRA PRADESH,Nellore
5377,Thotapalligudur,ANDHRA PRADESH,Nellore
5378,Muthukur,ANDHRA PRADESH,Nellore
5379,Venkatachalam,ANDHRA PRADESH,Nellore
5380,Manubolu,ANDHRA PRADESH,Nellore
5381,Gudur,ANDHRA PRADESH,Nellore
5382,Sydapuram,ANDHRA PRADESH,Nellore
5383,Dakkili,ANDHRA PRADESH,Nellore
5384,Venkatagiri,ANDHRA PRADESH,Nellore
5385,Balayapalle,ANDHRA PRADESH,Nellore
5386,Ozili,ANDHRA PRADESH,Nellore
5387,Chillakur,ANDHRA PRADESH,Nellore
5388,Kota,ANDHRA PRADESH,Nellore
5389,Vakadu,ANDHRA PRADESH,Nellore
5390,Chittamur,ANDHRA PRADESH,Nellore
5391,Naidupet,ANDHRA PRADESH,Nellore
5392,Pellakur,ANDHRA PRADESH,Nellore
5393,Doravarisatram,ANDHRA PRADESH,Nellore
5394,Sullurpeta,ANDHRA PRADESH,Nellore
5395,Tada,ANDHRA PRADESH,Nellore
5397,Kondapuram,ANDHRA PRADESH,Cuddapah
5398,Mylavaram,ANDHRA PRADESH,Cuddapah
5399,Peddamudium,ANDHRA PRADESH,Cuddapah
5400,Rajupalem,ANDHRA PRADESH,Cuddapah
5401,Duvvur,ANDHRA PRADESH,Cuddapah
5402,S.Mydukur,ANDHRA PRADESH,Cuddapah
5403,Brahmamgarimattam,ANDHRA PRADESH,Cuddapah
5404,Sri Avadhuth kasinayana,ANDHRA PRADESH,Cuddapah
5405,Kalasapadu,ANDHRA PRADESH,Cuddapah
5406,Porumamilla,ANDHRA PRADESH,Cuddapah
5407,B.Kodur,ANDHRA PRADESH,Cuddapah
5408,Badvel,ANDHRA PRADESH,Cuddapah
5409,Gopavaram,ANDHRA PRADESH,Cuddapah
5410,Khajipet,ANDHRA PRADESH,Cuddapah
5411,Chapadu,ANDHRA PRADESH,Cuddapah
5412,Proddatur,ANDHRA PRADESH,Cuddapah
5413,Jammalamadugu,ANDHRA PRADESH,Cuddapah
5414,Muddanur,ANDHRA PRADESH,Cuddapah
5415,Simhadripuram,ANDHRA PRADESH,Cuddapah
5416,Lingala,ANDHRA PRADESH,Cuddapah
5417,Pulivendla,ANDHRA PRADESH,Cuddapah
5418,Vemula,ANDHRA PRADESH,Cuddapah
5419,Thondur,ANDHRA PRADESH,Cuddapah
5420,Veerapunayunipalle,ANDHRA PRADESH,Cuddapah
5421,Yerraguntla,ANDHRA PRADESH,Cuddapah
5422,Kamalapuram,ANDHRA PRADESH,Cuddapah
5423,Vallur,ANDHRA PRADESH,Cuddapah
5424,Chennur,ANDHRA PRADESH,Cuddapah
5425,Atlur,ANDHRA PRADESH,Cuddapah
5426,Vontimitta,ANDHRA PRADESH,Cuddapah
5427,Sidhout,ANDHRA PRADESH,Cuddapah
5428,Cuddapah,ANDHRA PRADESH,Cuddapah
5429,Chinthakommadinne,ANDHRA PRADESH,Cuddapah
5430,Pendlimarry,ANDHRA PRADESH,Cuddapah
5431,Vempalle,ANDHRA PRADESH,Cuddapah
5432,Chakarayapet,ANDHRA PRADESH,Cuddapah
5433,Galiveedu,ANDHRA PRADESH,Cuddapah
5434,Chinnamudiam,ANDHRA PRADESH,Cuddapah
5435,Sambepalle,ANDHRA PRADESH,Cuddapah
5436,T.Sundupalle,ANDHRA PRADESH,Cuddapah
5437,Rayachoti,ANDHRA PRADESH,Cuddapah
5438,Lakkireddipalle,ANDHRA PRADESH,Cuddapah
5439,Ramapuram,ANDHRA PRADESH,Cuddapah
